Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2021-09-14 10:59:35,"PULL 1",1h 12m,"Lat Pull In",1,8.0,15,0,0,"","Focusing on BACK, BICEPS AND REAR DELTOIDS",
2021-09-14 10:59:35,"PULL 1",1h 12m,"Lat Pull In",2,8.0,15,0,0,,,
2021-09-14 10:59:35,"PULL 1",1h 12m,"Bent Over One Arm Row (Dumbbell)",1,45.0,10,0,0,"",,7.5
2021-09-14 10:59:35,"PULL 1",1h 12m,"Bent Over One Arm Row (Dumbbell)",2,45.0,12,0,0,,,9
2021-09-14 10:59:35,"PULL 1",1h 12m,"Bent Over One Arm Row (Dumbbell)",3,45.0,9,0,0,,,10
2021-09-14 10:59:35,"PULL 1",1h 12m,"Lat Pulldown - Wide Grip (Cable)",1,40.0,15,0,0,"",,10
2021-09-14 10:59:35,"PULL 1",1h 12m,"Lat Pulldown - Wide Grip (Cable)",2,40.0,11,0,0,,,10
2021-09-14 10:59:35,"PULL 1",1h 12m,"Lat Pulldown (Cable)",1,40.0,13,0,0,"",,10
2021-09-14 10:59:35,"PULL 1",1h 12m,"Lat Pulldown (Cable)",2,40.0,12,0,0,,,10
2021-09-14 10:59:35,"PULL 1",1h 12m,"Lat Pulldown - Underhand Close Grip",1,40.0,10,0,0,"",,9
2021-09-14 10:59:35,"PULL 1",1h 12m,"Lat Pulldown - Underhand Close Grip",2,40.0,13,0,0,,,9
2021-09-14 10:59:35,"PULL 1",1h 12m,"Face Pull (Cable)",1,21.25,15,0,0,"",,9
2021-09-14 10:59:35,"PULL 1",1h 12m,"Face Pull (Cable)",2,18.75,15,0,0,,,8
2021-09-14 10:59:35,"PULL 1",1h 12m,"Incline Row (Dumbbell)",1,20.0,10,0,0,"",,9
2021-09-14 10:59:35,"PULL 1",1h 12m,"Incline Row (Dumbbell)",2,16.0,10,0,0,,,9.5
2021-09-14 10:59:35,"PULL 1",1h 12m,"Incline Row (Dumbbell)",3,12.0,13,0,0,,,9.5
2021-09-14 10:59:35,"PULL 1",1h 12m,"Bicep Curl (Barbell)",1,17.5,15,0,0,"",,8
2021-09-14 10:59:35,"PULL 1",1h 12m,"Bicep Curl (Barbell)",2,22.5,8,0,0,,,10
2021-09-14 10:59:35,"PULL 1",1h 12m,"Bicep Curl (Barbell)",3,22.5,6,0,0,,,10
2021-09-14 10:59:35,"PULL 1",1h 12m,"Bicep Curl (Barbell)",4,22.5,4,0,0,,,10
2021-09-14 10:59:35,"PULL 1",1h 12m,"Incline Curl (Dumbbell)",1,12.0,10,0,0,"",,
2021-09-14 10:59:35,"PULL 1",1h 12m,"Incline Curl (Dumbbell)",2,12.0,9,0,0,,,10
2021-09-14 10:59:35,"PULL 1",1h 12m,"Incline Curl (Dumbbell)",3,12.0,6,0,0,,,10
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Overhead Press (Barbell)",1,20.0,10,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",9
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Overhead Press (Barbell)",2,20.0,10,0,0,,,9.5
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Overhead Press (Barbell)",3,20.0,10,0,0,,,9.5
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Overhead Press (Barbell)",4,20.0,8,0,0,,,10
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Bench Press - Close Grip (Barbell)",1,35.0,10,0,0,"",,7
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Bench Press - Close Grip (Barbell)",2,35.0,9,0,0,,,10
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Bench Press - Close Grip (Barbell)",3,35.0,7,0,0,,,10
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Incline Chest Fly (Dumbbell)",1,14.0,15,0,0,"",,8
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Incline Chest Fly (Dumbbell)",2,16.0,13,0,0,,,10
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Incline Chest Fly (Dumbbell)",3,16.0,13,0,0,,,9.5
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Incline Chest Fly (Dumbbell)",4,18.0,10,0,0,,,
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Upright Row (Cable)",1,13.75,10,0,0,"",,8
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Upright Row (Cable)",2,13.75,12,0,0,,,
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Upright Row (Cable)",3,13.75,12,0,0,,,
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Lateral Raise (Dumbbell)",1,14.0,10,0,0,"",,10
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Lateral Raise (Dumbbell)",2,12.0,7,0,0,,,10
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Lateral Raise (Dumbbell)",3,12.0,5,0,0,,,10
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Triceps Extension (Cable)",1,11.25,11,0,0,"",,9
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Triceps Extension (Cable)",2,13.75,9,0,0,,,9
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Triceps Extension (Cable)",3,13.75,8,0,0,,,9.5
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Triceps Extension (Cable)",4,13.75,8,0,0,,,10
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Push Up",1,0.0,10,0,0,"",,8
2021-09-16 11:32:01,"PUSH 2",1h 4m,"Push Up",2,0.0,10,0,0,,,8
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Lat Pull In",1,8.75,15,0,0,"","Focusing on BACK, BICEPS and REAR DELTOIDS",
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Lat Pull In",2,8.75,15,0,0,,,
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Lat Pulldown (Cable)",1,47.0,12,0,0,"",,9
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Lat Pulldown (Cable)",2,47.0,10,0,0,,,9
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Lat Pulldown (Cable)",3,47.0,10,0,0,,,9.5
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Seated Row (Cable)",1,38.75,10,0,0,"",,8
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Seated Row (Cable)",2,38.75,11,0,0,,,9
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Seated Row (Cable)",3,41.25,10,0,0,,,10
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Seated Row (Cable)",4,41.25,11,0,0,,,10
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Bent Over One Arm Row (Dumbbell)",1,45.0,12,0,0,"",,9.5
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Bent Over One Arm Row (Dumbbell)",2,45.0,10,0,0,,,10
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Bent Over One Arm Row (Dumbbell)",3,45.0,8,0,0,,,10
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Kneeling Cable Pullover",1,21.25,10,0,0,"",,
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Kneeling Cable Pullover",2,21.25,10,0,0,,,
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Kneeling Cable Pullover",3,26.25,8,0,0,,,
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Upright Row (Barbell)",1,22.5,6,0,0,"",,7
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Upright Row (Barbell)",2,22.5,10,0,0,,,9
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Upright Row (Barbell)",3,22.5,10,0,0,,,10
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Bicep Curl (Barbell)",1,22.5,7,0,0,"",,10
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Bicep Curl (Barbell)",2,22.5,6,0,0,,,10
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Bicep Curl (Barbell)",3,22.5,6,0,0,,,10
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Bicep Curl (Dumbbell)",1,18.0,12,0,0,"1st set: Reverse Grip\n2nd set: Hammer Grip\n3rd set: Normal Grip",,
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Bicep Curl (Dumbbell)",2,18.0,10,0,0,,,
2021-09-17 14:07:42,"PULL 2 ",1h 2m,"Bicep Curl (Dumbbell)",3,18.0,8,0,0,,,
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Bench Press (Barbell)",1,35.0,12,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",9
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Bench Press (Barbell)",2,35.0,8,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Bench Press (Barbell)",3,35.0,5,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Bench Press (Barbell)",4,35.0,7,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Incline Cable Chest Fly",1,17.5,10,0,0,"",,9
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Incline Cable Chest Fly",2,17.5,10,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Incline Cable Chest Fly",3,17.5,6,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Incline Cable Chest Fly",4,17.5,5,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Incline Cable Chest Fly",5,12.5,10,0,0,,,
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Overhead Press (Dumbbell)",1,14.0,12,0,0,"",,8
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Overhead Press (Dumbbell)",2,14.0,12,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Overhead Press (Dumbbell)",3,14.0,12,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Overhead Press (Dumbbell)",4,14.0,9,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Lateral Raise (Cable)",1,3.75,20,0,0,"",,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Lateral Raise (Cable)",2,3.75,19,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Lateral Raise (Cable)",3,3.75,18,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Lateral Raise (Cable)",4,3.75,19,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Triceps Pushdown (Cable - Straight Bar)",1,23.75,10,0,0,"",,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Triceps Pushdown (Cable - Straight Bar)",2,23.75,14,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Triceps Pushdown (Cable - Straight Bar)",3,23.75,10,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Triceps Pushdown (Cable - Straight Bar)",4,23.75,7,0,0,,,10
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Face Pull (Cable)",1,21.25,10,0,0,"",,7
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Face Pull (Cable)",2,21.25,15,0,0,,,7.5
2021-09-20 10:37:29,"PUSH 1",1h 1m,"Face Pull (Cable)",3,21.25,15,0,0,,,8.5
2021-09-21 11:35:18,"PULL 1",51m,"Lat Pull In",1,8.0,15,0,0,"","Focusing on BACK, BICEPS AND REAR DELTOIDS",
2021-09-21 11:35:18,"PULL 1",51m,"Lat Pull In",2,8.0,15,0,0,,,
2021-09-21 11:35:18,"PULL 1",51m,"Lat Pulldown - Wide Grip (Cable)",1,47.0,10,0,0,"",,8
2021-09-21 11:35:18,"PULL 1",51m,"Lat Pulldown - Wide Grip (Cable)",2,47.0,13,0,0,,,8
2021-09-21 11:35:18,"PULL 1",51m,"Lat Pulldown (Cable)",1,47.0,13,0,0,"",,8.5
2021-09-21 11:35:18,"PULL 1",51m,"Lat Pulldown (Cable)",2,47.0,13,0,0,,,
2021-09-21 11:35:18,"PULL 1",51m,"Lat Pulldown - Underhand Close Grip",1,47.0,10,0,0,"",,9
2021-09-21 11:35:18,"PULL 1",51m,"Lat Pulldown - Underhand Close Grip",2,47.0,13,0,0,,,
2021-09-21 11:35:18,"PULL 1",51m,"Bent Over One Arm Row (Dumbbell)",1,22.5,24,0,0,"",,8
2021-09-21 11:35:18,"PULL 1",51m,"Bent Over One Arm Row (Dumbbell)",2,22.5,18,0,0,,,9.5
2021-09-21 11:35:18,"PULL 1",51m,"Bent Over One Arm Row (Dumbbell)",3,22.5,18,0,0,,,10
2021-09-21 11:35:18,"PULL 1",51m,"Incline Row (Dumbbell)",1,10.0,10,0,0,"",,7.5
2021-09-21 11:35:18,"PULL 1",51m,"Incline Row (Dumbbell)",2,12.0,12,0,0,,,9
2021-09-21 11:35:18,"PULL 1",51m,"Incline Row (Dumbbell)",3,12.0,13,0,0,,,9
2021-09-21 11:35:18,"PULL 1",51m,"Bicep Curl (Barbell)",1,22.5,10,0,0,"",,8
2021-09-21 11:35:18,"PULL 1",51m,"Bicep Curl (Barbell)",2,22.5,10,0,0,,,9
2021-09-21 11:35:18,"PULL 1",51m,"Bicep Curl (Barbell)",3,22.5,10,0,0,,,9.5
2021-09-21 11:35:18,"PULL 1",51m,"Bicep Curl (Barbell)",4,22.5,7,0,0,,,10
2021-09-21 11:35:18,"PULL 1",51m,"Incline Curl (Dumbbell)",1,14.0,10,0,0,"",,7.5
2021-09-21 11:35:18,"PULL 1",51m,"Incline Curl (Dumbbell)",2,18.0,10,0,0,,,8
2021-09-21 11:35:18,"PULL 1",51m,"Incline Curl (Dumbbell)",3,20.0,7,0,0,,,10
2021-09-23 12:22:03,"PUSH 2",57m,"Overhead Press (Barbell)",1,25.0,11,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",9
2021-09-23 12:22:03,"PUSH 2",57m,"Overhead Press (Barbell)",2,25.0,10,0,0,,,9.5
2021-09-23 12:22:03,"PUSH 2",57m,"Overhead Press (Barbell)",3,25.0,7,0,0,,,9.5
2021-09-23 12:22:03,"PUSH 2",57m,"Overhead Press (Barbell)",4,25.0,6,0,0,,,10
2021-09-23 12:22:03,"PUSH 2",57m,"Overhead Press (Barbell)",5,25.0,5,0,0,,,10
2021-09-23 12:22:03,"PUSH 2",57m,"Bench Press - Close Grip (Barbell)",1,35.0,10,0,0,"",,7
2021-09-23 12:22:03,"PUSH 2",57m,"Bench Press - Close Grip (Barbell)",2,35.0,10,0,0,,,8.5
2021-09-23 12:22:03,"PUSH 2",57m,"Bench Press - Close Grip (Barbell)",3,35.0,10,0,0,,,9.5
2021-09-23 12:22:03,"PUSH 2",57m,"Bench Press - Close Grip (Barbell)",4,37.5,6,0,0,,,10
2021-09-23 12:22:03,"PUSH 2",57m,"Incline Chest Fly (Dumbbell)",1,20.0,10,0,0,"",,9.5
2021-09-23 12:22:03,"PUSH 2",57m,"Incline Chest Fly (Dumbbell)",2,20.0,8,0,0,,,10
2021-09-23 12:22:03,"PUSH 2",57m,"Incline Chest Fly (Dumbbell)",3,20.0,6,0,0,,,10
2021-09-23 12:22:03,"PUSH 2",57m,"Incline Chest Fly (Dumbbell)",4,20.0,6,0,0,,,
2021-09-23 12:22:03,"PUSH 2",57m,"Reverse Fly (Dumbbell)",1,14.0,8,0,0,"",,
2021-09-23 12:22:03,"PUSH 2",57m,"Reverse Fly (Dumbbell)",2,12.0,10,0,0,,,9
2021-09-23 12:22:03,"PUSH 2",57m,"Reverse Fly (Dumbbell)",3,12.0,10,0,0,,,
2021-09-23 12:22:03,"PUSH 2",57m,"Lateral Raise (Dumbbell)",1,12.0,10,0,0,"",,10
2021-09-23 12:22:03,"PUSH 2",57m,"Lateral Raise (Dumbbell)",2,12.0,8,0,0,,,10
2021-09-23 12:22:03,"PUSH 2",57m,"Lateral Raise (Dumbbell)",3,12.0,8,0,0,,,10
2021-09-23 12:22:03,"PUSH 2",57m,"Triceps Pushdown (Cable - Straight Bar)",1,23.75,10,0,0,"",,7
2021-09-23 12:22:03,"PUSH 2",57m,"Triceps Pushdown (Cable - Straight Bar)",2,23.75,12,0,0,,,8.5
2021-09-23 12:22:03,"PUSH 2",57m,"Triceps Pushdown (Cable - Straight Bar)",3,26.25,10,0,0,,,10
2021-09-23 12:22:03,"PUSH 2",57m,"Triceps Pushdown (Cable - Straight Bar)",4,26.25,6,0,0,,,10
2021-09-23 12:22:03,"PUSH 2",57m,"Triceps Pushdown (Cable - Straight Bar)",5,26.25,6,0,0,,,10
2021-09-24 12:00:22,"PULL 2 ",54m,"Lat Pull In",1,8.75,15,0,0,"","Focusing on BACK, BICEPS and REAR DELTOIDS",
2021-09-24 12:00:22,"PULL 2 ",54m,"Lat Pull In",2,8.75,15,0,0,,,
2021-09-24 12:00:22,"PULL 2 ",54m,"Lat Pulldown (Cable)",1,47.0,11,0,0,"",,8
2021-09-24 12:00:22,"PULL 2 ",54m,"Lat Pulldown (Cable)",2,47.0,10,0,0,,,9
2021-09-24 12:00:22,"PULL 2 ",54m,"Lat Pulldown (Cable)",3,47.0,10,0,0,,,9.5
2021-09-24 12:00:22,"PULL 2 ",54m,"Seated Row (Cable)",1,41.25,12,0,0,"",,8
2021-09-24 12:00:22,"PULL 2 ",54m,"Seated Row (Cable)",2,41.25,12,0,0,,,9
2021-09-24 12:00:22,"PULL 2 ",54m,"Seated Row (Cable)",3,41.25,13,0,0,,,9
2021-09-24 12:00:22,"PULL 2 ",54m,"Seated Row (Cable)",4,41.25,12,0,0,,,9.5
2021-09-24 12:00:22,"PULL 2 ",54m,"Bent Over One Arm Row (Dumbbell)",1,22.5,22,0,0,"",,8.5
2021-09-24 12:00:22,"PULL 2 ",54m,"Bent Over One Arm Row (Dumbbell)",2,22.5,20,0,0,,,9
2021-09-24 12:00:22,"PULL 2 ",54m,"Bent Over One Arm Row (Dumbbell)",3,22.5,26,0,0,,,10
2021-09-24 12:00:22,"PULL 2 ",54m,"Upright Row (Barbell)",1,22.5,12,0,0,"",,8
2021-09-24 12:00:22,"PULL 2 ",54m,"Upright Row (Barbell)",2,22.5,12,0,0,,,9
2021-09-24 12:00:22,"PULL 2 ",54m,"Upright Row (Barbell)",3,25.0,12,0,0,,,10
2021-09-24 12:00:22,"PULL 2 ",54m,"Upright Row (Barbell)",4,25.0,8,0,0,,,
2021-09-24 12:00:22,"PULL 2 ",54m,"Bicep Curl (Barbell)",1,22.5,8,0,0,"",,10
2021-09-24 12:00:22,"PULL 2 ",54m,"Bicep Curl (Barbell)",2,22.5,10,0,0,,,10
2021-09-24 12:00:22,"PULL 2 ",54m,"Bicep Curl (Barbell)",3,22.5,8,0,0,,,10
2021-09-24 12:00:22,"PULL 2 ",54m,"Bicep Curl (Barbell)",4,22.5,9,0,0,,,10
2021-09-24 12:00:22,"PULL 2 ",54m,"Bicep Curl (Dumbbell)",1,18.0,12,0,0,"1st set: Reverse Grip\n2nd set: Hammer Grip\n3rd set: Normal Grip",,
2021-09-24 12:00:22,"PULL 2 ",54m,"Bicep Curl (Dumbbell)",2,20.0,10,0,0,,,9.5
2021-09-24 12:00:22,"PULL 2 ",54m,"Bicep Curl (Dumbbell)",3,20.0,10,0,0,,,9.5
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Bench Press (Barbell)",1,37.5,11,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",7.5
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Bench Press (Barbell)",2,37.5,11,0,0,,,8
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Bench Press (Barbell)",3,37.5,11,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Bench Press (Barbell)",4,40.0,10,0,0,,,9
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Bench Press (Barbell)",5,40.0,8,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Bench Press (Barbell)",6,40.0,8,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Incline Cable Chest Fly",1,17.5,11,0,0,"",,9.5
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Incline Cable Chest Fly",2,17.5,6,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Incline Cable Chest Fly",3,17.5,7,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Incline Cable Chest Fly",4,17.5,5,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Incline Cable Chest Fly",5,12.5,10,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Overhead Press (Dumbbell)",1,16.0,12,0,0,"",,8
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Overhead Press (Dumbbell)",2,18.0,12,0,0,,,9
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Overhead Press (Dumbbell)",3,18.0,11,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Overhead Press (Dumbbell)",4,18.0,10,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Overhead Press (Dumbbell)",5,18.0,8,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Lateral Raise (Cable)",1,6.25,16,0,0,"",,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Lateral Raise (Cable)",2,3.75,24,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Lateral Raise (Cable)",3,3.75,24,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Lateral Raise (Cable)",4,3.75,20,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Triceps Pushdown (Cable - Straight Bar)",1,26.5,12,0,0,"",,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Triceps Pushdown (Cable - Straight Bar)",2,26.25,10,0,0,,,9
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Triceps Pushdown (Cable - Straight Bar)",3,26.25,10,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Triceps Pushdown (Cable - Straight Bar)",4,26.25,8,0,0,,,10
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Face Pull (Cable)",1,21.25,15,0,0,"",,8
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Face Pull (Cable)",2,21.25,15,0,0,,,7.5
2021-09-27 11:13:57,"PUSH 1",1h 21m,"Face Pull (Cable)",3,21.25,15,0,0,,,8.5
2021-09-28 11:05:45,"PULL 1",1h 14m,"Lat Pull In",1,8.0,15,0,0,"","Focusing on BACK, BICEPS AND REAR DELTOIDS",
2021-09-28 11:05:45,"PULL 1",1h 14m,"Lat Pull In",2,8.0,15,0,0,,,
2021-09-28 11:05:45,"PULL 1",1h 14m,"Lat Pulldown - Wide Grip (Cable)",1,47.0,12,0,0,"",,8
2021-09-28 11:05:45,"PULL 1",1h 14m,"Lat Pulldown - Wide Grip (Cable)",2,47.0,12,0,0,,,8
2021-09-28 11:05:45,"PULL 1",1h 14m,"Lat Pulldown (Cable)",1,40.0,12,0,0,"",,10
2021-09-28 11:05:45,"PULL 1",1h 14m,"Lat Pulldown (Cable)",2,40.0,12,0,0,,,10
2021-09-28 11:05:45,"PULL 1",1h 14m,"Lat Pulldown - Underhand Close Grip",1,40.0,15,0,0,"",,9
2021-09-28 11:05:45,"PULL 1",1h 14m,"Lat Pulldown - Underhand Close Grip",2,47.0,15,0,0,,,10
2021-09-28 11:05:45,"PULL 1",1h 14m,"Bent Over One Arm Row (Dumbbell)",1,22.5,30,0,0,"",,8
2021-09-28 11:05:45,"PULL 1",1h 14m,"Bent Over One Arm Row (Dumbbell)",2,22.5,24,0,0,,,9.5
2021-09-28 11:05:45,"PULL 1",1h 14m,"Bent Over One Arm Row (Dumbbell)",3,22.5,24,0,0,,,10
2021-09-28 11:05:45,"PULL 1",1h 14m,"Seated Row (Cable)",1,38.75,9,0,0,"",,10
2021-09-28 11:05:45,"PULL 1",1h 14m,"Seated Row (Cable)",2,38.25,8,0,0,,,10
2021-09-28 11:05:45,"PULL 1",1h 14m,"Seated Row (Cable)",3,38.25,8,0,0,,,10
2021-09-28 11:05:45,"PULL 1",1h 14m,"Seated Row (Cable)",4,38.25,8,0,0,,,10
2021-09-28 11:05:45,"PULL 1",1h 14m,"Bicep Curl (Barbell)",1,22.5,12,0,0,"",,8.5
2021-09-28 11:05:45,"PULL 1",1h 14m,"Bicep Curl (Barbell)",2,22.5,11,0,0,,,9
2021-09-28 11:05:45,"PULL 1",1h 14m,"Bicep Curl (Barbell)",3,22.5,11,0,0,,,10
2021-09-28 11:05:45,"PULL 1",1h 14m,"Bicep Curl (Barbell)",4,22.5,11,0,0,,,10
2021-09-28 11:05:45,"PULL 1",1h 14m,"Incline Curl (Dumbbell)",1,20.0,10,0,0,"",,9.5
